day	Stepan_Bandera	GIGN	Petr_Fiala_(politolog)	Demograf	Super_Bowl	Program_NSDAP	Jan_Pohan	Alessandro_Volta	Petter_Northug	Gerhard_Mercator	Terry_Pratchett	Vlasta_Korec	Ambra	Dadja_Altenburg-Kohl	Pony_Express	Terra_nullius	Bruce_Jenner	David_Navara	European_Train_Control_System	Pekka_Rinne	Eurovision_Song_Contest_2015	Hydrazin	Pierre_Brice	MERS	Svoboda_panoramatu	Josef_Masopust	Janis_Varufakis	Theobald_Czernin	Jules_Bianchi	Ladislav_Kantor	Ivan_Moravec	Perseidy	Aeronet.cz	Laibach	Villarreal_CF	Skopolamin	Nomofobie	Ztohoven	TV_JOJ	Sitatunga	Lupus	Ivan_Langer	Martin_Havelka	Miroslav_Toman_(1935)	Strana_spravedlnosti_a_rozvoje	Eagles_of_Death_Metal	Mali	Ortel	Miloslav_Ransdorf
20150909.tsv	32	0	0	0	13	12	0	47	0	0	86	0	20	0	0	0	0	0	0	0	0	28	50	21	0	35	0	0	0	0	10	25	59	39	19	54	16	0	0	0	20	12	12	0	12	0	40	0	11
20150910.tsv	26	0	0	0	15	0	10	35	0	0	93	0	14	0	0	15	0	0	10	0	10	14	35	21	0	36	0	10	0	0	0	16	39	36	20	16	997	0	12	10	10	20	0	0	0	0	38	0	0
20150911.tsv	42	0	0	0	12	0	0	32	0	0	67	0	27	0	0	0	0	0	0	0	0	23	24	17	0	29	0	0	0	0	11	17	37	11	13	23	201	0	13	0	20	11	0	0	0	0	38	0	13
20150912.tsv	31	0	0	0	17	0	0	25	0	12	74	11	22	0	10	0	0	0	0	0	16	16	22	18	0	17	0	17	0	10	15	12	253	14	17	15	59	0	17	0	17	18	0	0	0	0	29	0	10
20150913.tsv	26	14	0	0	15	11	0	15	0	0	49	0	20	0	0	10	0	0	0	0	0	19	0	20	0	12	0	16	10	0	0	15	84	17	0	0	22	0	11	0	16	15	0	0	0	0	50	12	0
20150914.tsv	29	13	0	0	18	10	0	27	0	0	62	0	26	0	0	13	0	13	10	0	12	18	18	11	0	25	0	0	0	0	0	24	44	13	0	16	18	10	0	0	0	14	0	0	0	0	49	16	19
20150915.tsv	12	0	0	0	23	0	0	41	0	0	82	0	19	13	0	0	0	12	11	0	14	26	0	20	0	15	0	0	10	0	11	11	53	10	23	11	25	0	0	13	11	24	0	0	0	0	48	14	24
20150916.tsv	19	0	0	0	14	13	0	27	13	13	74	0	23	0	0	13	0	0	12	0	12	21	48	24	0	42	0	16	0	10	16	11	52	19	0	24	43	10	0	12	0	17	12	12	0	0	68	0	11
20150917.tsv	29	0	10	0	15	26	10	49	0	0	78	0	23	11	0	0	0	20	0	0	0	31	16	18	0	20	0	0	13	14	11	0	61	13	0	14	10	11	0	24	13	24	13	0	0	0	67	13	0
20150918.tsv	29	0	0	0	10	18	0	33	0	0	78	0	19	0	0	11	0	13	10	0	0	15	12	42	17	20	0	0	0	11	0	0	62	13	38	38	15	0	16	20	13	16	0	0	0	0	73	18	16
20150919.tsv	67	0	0	0	0	0	0	34	0	0	88	0	34	0	0	0	0	12	11	0	11	12	0	15	0	12	12	15	0	0	0	0	54	17	28	0	20	0	10	11	13	17	0	0	0	0	37	24	0
20150920.tsv	16	0	0	0	16	0	0	23	0	0	62	0	12	0	0	0	0	12	10	0	13	0	11	21	0	18	0	10	12	0	0	0	19	0	0	14	15	15	22	11	17	18	15	0	0	0	59	0	14
20150921.tsv	47	0	0	0	26	0	0	32	0	0	79	0	19	0	0	0	0	0	0	0	21	24	29	17	0	32	0	10	11	0	0	12	24	17	15	17	0	3230	33	30	14	23	0	0	0	0	57	19	245
20150922.tsv	28	0	0	0	17	0	0	48	0	0	64	0	28	0	0	10	0	11	12	0	10	16	14	29	0	16	15	0	12	0	0	11	42	14	24	24	13	2177	25	107	16	17	0	0	0	0	66	49	64
20150923.tsv	23	0	0	0	0	0	0	55	0	0	74	0	23	0	0	21	0	15	11	0	0	30	13	69	0	32	13	11	11	0	12	0	41	0	23	27	35	2294	483	164	16	55	0	0	0	0	48	35	26
20150924.tsv	35	0	0	0	22	0	0	30	0	0	76	0	30	0	0	17	0	13	14	0	10	20	16	32	0	18	18	0	0	10	16	0	31	14	23	23	17	868	608	199	0	48	18	0	0	0	47	23	19
20150925.tsv	45	10	0	0	12	0	0	49	0	0	75	0	25	0	0	30	0	10	0	0	0	23	28	23	0	26	0	10	18	0	0	13	60	16	26	11	17	531	569	271	17	25	0	0	0	20	31	15	22
20150926.tsv	24	0	0	0	14	0	0	20	0	0	77	0	20	0	0	0	0	0	0	0	10	29	12	18	11	27	0	0	31	0	0	17	66	10	22	28	18	290	580	128	0	14	0	0	0	10	27	16	18
20150927.tsv	17	13	0	0	16	0	0	12	0	0	46	0	24	0	0	0	0	13	0	0	14	18	12	17	0	20	0	0	13	0	0	0	26	0	41	27	13	346	471	89	11	77	0	0	0	0	50	14	16
20150928.tsv	20	17	0	0	18	0	10	16	0	0	57	0	20	0	0	10	0	15	0	0	11	23	13	13	0	27	0	0	24	0	0	12	22	0	52	10	12	205	466	178	21	30	0	0	0	10	66	15	14
20150929.tsv	19	12	0	0	20	11	0	47	0	0	69	0	12	0	0	10	0	0	0	0	0	13	0	0	0	16	0	130	0	0	0	14	20	0	48	23	22	124	24	330	13	29	0	0	0	0	41	13	12
20150930.tsv	26	11	0	0	22	11	0	51	0	0	92	0	17	0	0	15	0	17	12	0	11	31	0	18	0	26	0	28	10	11	0	13	40	0	89	15	27	133	25	347	12	25	13	0	10	0	61	17	0
20151001.tsv	0	0	0	0	12	0	0	47	0	0	64	0	22	0	0	13	0	10	14	0	0	15	18	23	0	20	0	24	0	0	12	0	29	0	297	28	0	73	11	268	17	18	0	0	0	0	43	0	13
20151002.tsv	17	0	0	0	12	0	20	56	0	0	76	0	31	0	0	0	0	10	10	0	11	30	0	13	0	22	0	0	0	12	0	0	21	12	1004	13	0	107	13	491	26	15	0	0	0	0	45	10	13
20151003.tsv	10	0	0	0	16	0	0	13	0	0	60	0	30	0	0	0	0	0	11	0	12	23	14	16	0	16	0	17	0	0	0	0	76	11	162	15	10	70	17	143	11	17	0	0	0	0	31	17	19
20151004.tsv	0	0	0	0	21	18	0	0	0	0	50	0	24	0	0	11	0	0	0	0	0	13	13	12	0	40	0	44	11	0	0	0	27	12	41	13	19	61	20	130	11	25	37	0	0	0	47	18	13
20151005.tsv	22	10	0	0	32	0	12	51	0	0	62	0	23	0	0	0	0	14	0	0	0	21	0	16	0	26	0	33	0	0	0	17	50	13	23	48	20	74	29	255	0	18	0	0	0	11	40	15	17
20151006.tsv	17	0	0	0	17	0	0	30	0	0	63	0	15	0	13	0	0	10	10	0	0	39	0	11	0	16	0	13	10	0	0	0	31	0	17	36	14	193	19	494	14	19	0	0	12	11	36	11	23
20151007.tsv	15	11	0	0	18	11	0	91	0	11	81	0	21	0	0	14	0	14	0	0	10	31	12	0	11	19	0	0	0	0	0	12	33	17	11	20	14	90	11	310	15	14	16	0	0	11	44	22	11
20151008.tsv	15	0	0	0	16	11	0	41	0	0	55	0	34	0	0	0	0	16	27	0	16	25	17	16	0	22	0	0	0	0	15	11	66	10	0	23	0	58	16	299	22	21	26	0	0	15	67	25	19
20151009.tsv	17	0	0	0	22	12	0	57	0	0	55	0	24	0	0	24	0	11	15	0	0	27	17	14	0	18	0	17	0	0	0	10	54	11	15	12	20	66	14	214	735	16	15	0	0	0	56	17	14
20151010.tsv	16	0	0	0	24	13	0	23	0	0	56	0	27	10	0	14	0	10	14	0	0	42	10	10	0	20	0	0	0	0	0	0	32	16	0	0	46	156	13	118	3394	14	0	0	0	10	51	22	15
20151011.tsv	25	14	0	0	28	10	0	10	0	0	72	0	10	0	0	15	0	11	0	0	16	32	0	13	0	30	0	0	0	0	0	0	28	29	15	0	0	66	11	60	809	14	11	0	17	0	28	16	14
20151012.tsv	24	0	0	0	26	19	0	39	0	10	67	0	23	11	0	0	0	0	13	0	17	32	13	20	0	25	0	179	18	0	0	11	24	11	0	0	0	49	20	155	334	14	0	0	16	0	43	20	0
20151013.tsv	13	0	0	0	14	0	0	74	0	0	70	0	24	13	0	0	0	11	11	0	0	29	12	30	0	36	0	41	0	12	0	0	69	0	14	20	11	26	13	252	1296	19	0	0	18	0	48	13	12
20151014.tsv	27	10	0	0	14	0	0	38	0	0	68	0	32	0	0	12	0	10	0	0	0	36	0	24	0	34	0	0	0	12	10	27	121	16	0	13	28	47	0	192	371	2162	0	0	10	0	45	14	10
20151015.tsv	27	0	0	0	13	16	0	49	0	0	71	0	33	0	0	0	0	0	26	0	13	32	0	24	0	28	0	15	0	18	0	16	32	15	0	25	0	46	14	180	145	1037	0	0	0	0	40	27	13
20151016.tsv	37	10	0	0	13	0	0	51	0	0	74	0	34	0	0	17	0	0	0	0	13	26	13	48	0	23	0	14	0	0	0	0	41	11	0	20	11	89	16	211	85	630	0	14	0	0	28	11	15
20151017.tsv	35	0	14	0	14	0	0	42	0	0	78	0	40	0	0	0	0	12	0	0	10	21	15	19	0	18	0	0	0	0	0	0	31	0	0	14	0	145	0	54	52	395	0	0	0	0	252	0	20
20151018.tsv	24	0	0	0	22	0	0	17	0	80	52	0	18	0	0	10	0	17	0	0	0	12	14	12	0	30	0	0	0	0	0	0	15	0	0	14	12	64	10	48	25	296	11	0	0	0	230	0	12
20151019.tsv	27	12	0	0	26	0	0	41	0	0	62	0	21	0	0	19	0	0	0	0	0	29	22	0	0	20	0	0	0	14	0	11	129	10	0	16	15	58	15	100	37	313	10	0	10	0	44	15	18
20151020.tsv	37	0	0	0	18	12	10	40	0	0	83	0	28	10	0	12	0	12	15	0	0	25	23	25	0	18	0	0	10	0	0	14	24	13	0	26	30	45	0	140	49	290	0	0	10	0	53	12	17
20151021.tsv	26	0	0	0	16	32	0	77	0	10	92	0	26	0	0	16	0	13	0	0	0	33	15	14	0	28	0	0	0	12	0	0	25	12	0	24	48	26	0	156	76	265	0	0	14	0	54	14	14
20151022.tsv	16	0	0	0	16	16	0	60	0	13	77	0	21	0	0	13	0	16	11	0	0	31	11	18	0	22	0	0	11	0	0	0	30	0	10	18	10	46	12	47	34	258	0	0	12	0	46	0	13
20151023.tsv	18	0	0	0	11	13	17	99	0	0	60	0	35	0	0	0	0	21	0	0	11	20	12	22	0	43	0	13	0	12	0	0	17	11	11	27	15	56	19	85	58	356	0	0	0	0	54	0	13
20151024.tsv	28	0	0	0	19	11	0	23	0	10	57	0	28	0	0	0	0	0	20	0	17	18	14	0	0	25	0	12	0	10	0	0	44	14	0	0	15	30	18	0	60	245	11665	0	0	0	43	0	11
20151025.tsv	23	0	0	0	25	13	0	28	0	20	49	0	14	0	0	12	0	0	0	0	0	26	18	12	0	21	0	24	0	0	0	0	27	0	0	16	0	28	13	15	61	24	2289	0	0	0	49	18	0
20151026.tsv	24	0	0	0	20	10	11	52	0	13	65	12	20	0	0	10	0	10	11	0	0	23	18	16	0	41	0	0	0	0	0	13	31	0	12	13	14	44	27	18	56	28	922	0	11	0	41	16	24
20151027.tsv	14	10	0	0	18	13	0	52	0	79	71	0	22	0	0	10	0	10	16	0	0	37	15	25	0	29	0	16	15	11	0	21	22	0	0	13	53	50	17	31	94	35	390	0	0	0	48	15	21
20151028.tsv	28	14	0	0	18	22	0	37	0	0	65	0	34	12	0	13	0	0	10	0	10	22	13	0	12	29	10	10	19	0	17	0	23	13	13	16	35	31	14	22	38	223	92	17	0	0	34	12	17
20151029.tsv	10	0	0	0	13	14	0	18	0	13	74	0	20	0	0	0	0	15	0	0	0	27	27	12	0	31	0	0	0	0	12	0	24	14	0	17	0	49	0	20	40	29	52	699	0	0	40	16	0
20151030.tsv	29	0	10	0	20	16	0	22	0	0	62	0	17	0	0	13	0	0	12	0	10	34	20	12	0	27	0	15	0	0	13	12	25	16	0	0	15	47	10	13	38	29	51	158	16	0	34	25	19
20151031.tsv	39	12	0	0	16	0	0	14	0	0	75	0	32	0	0	11	0	13	20	0	12	18	21	12	10	39	0	0	10	0	10	0	27	0	0	13	0	72	0	0	55	83	20	13	0	0	55	21	0
20151101.tsv	21	0	0	0	32	10	0	11	0	0	50	0	15	0	0	0	0	0	0	0	10	12	10	25	0	35	0	11	0	0	0	17	19	12	0	17	10	34	17	20	59	41	13	83	0	0	231	11	13
20151102.tsv	27	0	0	0	19	12	0	34	0	0	110	0	28	0	10	11	0	18	14	0	16	29	0	12	0	33	0	0	10	0	10	16	28	0	0	18	14	35	14	38	40	23	24	65	113	12	247	16	0
20151103.tsv	33	0	0	0	32	0	0	52	0	0	108	14	26	0	0	0	0	18	10	0	11	26	0	20	11	30	0	16	10	0	0	19	35	12	0	0	0	51	0	49	69	26	55	75	683	12	260	14	0
20151104.tsv	18	10	0	0	19	0	0	64	0	11	131	0	17	14	11	0	0	13	32	0	0	24	15	0	0	48	0	18	11	0	10	21	12	13	0	22	29	44	0	22	89	28	32	69	617	0	44	13	24
20151105.tsv	15	0	0	0	13	10	0	52	0	11	84	0	28	0	0	14	0	12	16	0	0	21	0	11	11	21	0	12	0	10	0	44	39	0	0	0	35	52	13	0	65	43	27	74	602	0	91	51	26
20151106.tsv	15	0	0	0	25	11	0	46	0	80	74	0	31	19	0	0	0	15	14	0	0	21	16	11	0	17	0	0	0	0	12	24	19	0	12	0	21	25	16	13	35	31	27	46	589	0	65	41	30
20151107.tsv	12	11	0	0	11	17	0	21	0	17	92	0	20	0	0	13	0	24	10	0	0	20	11	0	0	18	0	0	0	0	0	16	21	0	0	16	0	28	10	0	94	53	37	23	33	0	36	35	26
20151108.tsv	17	0	0	0	0	0	0	38	0	0	61	0	24	10	0	0	0	16	12	0	15	22	12	0	0	39	0	12	0	0	10	0	21	0	11	18	13	19	10	0	50	18	21	32	579	0	46	38	20
20151109.tsv	19	0	0	0	16	11	0	36	0	81	78	0	37	10	0	10	0	0	18	0	12	23	14	20	0	34	0	12	0	0	17	10	39	10	0	16	12	23	0	25	45	12	30	25	583	0	70	25	12
20151110.tsv	28	0	0	0	25	11	11	49	0	0	81	0	53	11	0	17	0	24	20	10	0	13	13	12	0	21	0	0	0	0	20	16	40	0	12	13	14	54	12	0	42	23	48	14	585	0	58	29	17
20151111.tsv	27	0	0	0	28	0	0	29	0	0	75	14	22	10	11	13	0	13	12	0	0	24	13	12	0	20	0	0	11	0	10	10	45	11	0	13	17	30	0	0	37	22	33	24	592	0	65	23	26
20151112.tsv	12	0	0	0	13	12	0	46	0	0	79	0	54	0	0	0	0	17	18	0	0	23	11	14	0	16	0	0	0	14	12	0	29	0	0	0	16	26	16	0	151	17	26	0	87	0	57	27	23
20151113.tsv	24	0	0	0	18	12	0	59	0	0	76	13	28	0	0	13	0	0	16	0	0	30	11	0	0	18	0	13	0	0	0	26	38	0	0	16	44	96	17	14	101	20	40	18	1080	0	86	23	16
20151114.tsv	19	13	0	0	13	0	0	82	0	0	67	0	39	0	0	0	0	19	17	0	0	16	12	17	16	14	0	11	10	10	10	35	24	11	0	21	0	34	0	11	79	29	21	11	577	167	43	25	0
20151115.tsv	12	137	0	0	14	13	0	0	0	0	50	0	21	0	0	10	0	12	0	0	0	17	12	0	0	21	0	0	13	15	12	0	19	10	0	11	0	12	10	0	39	16	35	11	0	3813	50	49	25
20151116.tsv	27	61	0	0	22	10	0	43	0	76	79	0	35	0	10	0	0	0	15	0	14	21	25	21	0	19	0	15	18	11	0	0	31	10	0	11	0	13	12	0	43	16	19	11	0	1549	78	38	12
20151117.tsv	18	45	0	0	18	12	0	25	0	72	81	0	21	13	0	0	0	11	15	0	0	26	11	13	0	26	0	0	11	11	0	14	41	10	0	14	0	24	0	0	59	12	20	20	0	1118	111	33	13
20151118.tsv	17	32	0	0	18	29	0	46	0	0	74	0	27	0	0	0	0	12	16	0	0	26	15	0	0	20	0	10	0	15	0	0	30	0	0	0	13	25	135	0	63	27	22	44	0	395	333	30	15
20151119.tsv	26	129	0	0	18	18	0	48	0	10	77	0	44	10	0	0	0	0	27	0	0	21	15	12	0	22	0	0	14	0	0	32	34	0	0	0	12	27	120	0	66	23	22	24	11	299	375	32	12
20151120.tsv	20	49	0	0	11	22	0	33	0	12	86	0	28	49	12	0	0	15	19	0	0	21	17	16	0	20	0	0	10	15	0	56	33	0	0	22	23	34	0	0	71	17	14	18	10	178	213	19	14
20151121.tsv	23	421	0	0	0	10	0	35	0	0	72	0	19	22	11	0	0	17	10	0	0	21	16	0	0	27	0	11	0	12	12	23	30	0	0	22	12	109	0	0	69	25	43	0	0	110	28553	24	14
20151122.tsv	13	54	10	0	11	0	0	20	19	0	67	0	21	15	0	0	0	121	0	0	0	16	20	0	0	19	0	0	0	0	0	0	24	0	10	26	0	35	0	0	47	19	37	11	12	70	2331	24	12
20151123.tsv	25	47	0	0	15	23	0	38	0	0	101	0	24	10	0	0	0	51	0	0	18	31	21	12	0	31	0	0	0	36	0	0	12	11	0	49	0	44	27	17	38	21	19	13	14	476	620	13	13
20151124.tsv	20	37	0	0	20	11	11	39	0	0	115	0	21	10	0	13	0	17	22	0	18	33	15	10	0	22	0	0	10	22	0	31	32	0	14	24	13	22	0	0	42	19	46	13	0	70	372	24	23
20151125.tsv	31	20	10	0	13	16	0	45	0	0	83	0	34	14	10	0	0	21	21	0	10	25	20	0	0	34	0	0	0	22	0	36	33	0	0	13	26	38	0	0	46	24	23	12	21	69	210	29	11
20151126.tsv	20	0	0	0	15	18	0	44	0	0	81	0	24	10	0	16	0	13	11	0	0	33	10	12	11	21	0	10	13	44	0	22	38	10	0	10	0	28	0	0	78	19	24	0	27	54	137	15	13
20151127.tsv	21	18	0	0	16	12	0	31	0	0	93	0	30	0	0	0	0	0	0	0	10	26	10	10	0	17	0	14	0	20	0	24	26	0	12	12	12	17	14	0	29	27	18	17	21	195	124	24	14
20151128.tsv	17	11	0	0	14	10	0	13	0	0	68	0	33	19	0	0	0	0	13	0	0	12	0	0	0	34	0	0	0	12	22	17	41	0	0	38	14	71	10	0	56	19	0	0	23	75	120	46	0
20151129.tsv	36	20	0	0	18	11	0	39	0	0	61	0	18	0	0	0	0	0	11	0	10	16	11	0	0	51	0	16	0	0	0	0	24	0	0	37	0	34	0	11	27	19	0	0	13	39	131	313	14
20151130.tsv	30	11	0	0	21	17	0	48	12	0	87	0	30	0	0	0	0	15	12	0	14	0	24	0	0	28	0	0	0	11	0	0	19	0	13	32	0	15	15	0	36	22	0	13	18	49	152	546	10
20151201.tsv	31	10	0	0	19	24	0	63	0	14	108	0	28	0	0	11	0	11	17	0	0	16	16	0	0	33	0	13	11	37	0	27	51	16	0	31	14	20	13	11	47	20	32	0	27	30	92	399	0
20151202.tsv	25	0	0	0	13	23	0	39	0	18	105	0	35	0	0	0	0	15	10	0	0	38	10	12	0	44	0	0	0	21	0	25	28	0	0	21	0	15	0	0	75	21	14	0	20	33	70	170	45
20151203.tsv	14	12	0	0	14	23	0	20	11	0	77	0	35	0	0	0	0	0	25	0	14	42	10	0	0	28	0	10	0	0	23	29	42	0	12	12	10	17	13	0	25	27	17	14	19	33	75	98	23
20151204.tsv	32	0	0	0	14	0	0	41	38	0	76	10	31	0	0	0	0	19	18	0	0	26	14	12	0	25	0	0	10	23	15	29	63	0	0	28	0	0	223	10	44	17	0	20	0	13	56	88	15
20151205.tsv	42	0	0	0	22	16	11	19	0	11	70	0	31	0	0	12	0	12	22	14	13	24	11	0	10	22	0	0	15	0	13	15	50	14	0	22	0	21	308	0	60	19	16	24	12	18	118	91	2726
20151206.tsv	18	0	0	0	20	13	0	16	13	0	76	0	29	0	0	19	0	0	0	0	0	12	10	0	21	31	0	10	0	0	0	0	32	0	0	27	0	20	220	0	102	16	0	0	12	17	82	77	2264
20151207.tsv	10	13	0	0	18	11	13	19	0	0	86	0	27	0	0	14	0	10	10	0	10	24	10	0	13	24	0	0	0	0	0	0	38	0	0	0	0	14	33	0	60	19	0	0	16	22	100	84	2003
20151208.tsv	38	0	0	0	23	23	47	31	0	0	98	0	30	0	0	10	0	0	23	0	0	23	11	0	15	28	0	0	0	0	17	23	39	0	0	22	12	16	212	0	39	19	13	0	0	23	165	111	1864
20151209.tsv	19	0	0	0	12	13	10	73	0	0	96	0	34	0	0	10	0	20	16	0	0	43	12	10	10	27	0	11	0	13	0	27	35	0	19	16	12	23	229	0	68	18	24	0	0	185	70	88	2545
20151210.tsv	30	0	12	0	0	17	0	35	11	0	102	10	35	13	10	0	0	12	31	0	10	26	15	10	13	32	0	0	0	0	0	38	42	0	38	29	20	18	260	13	82	20	0	12	0	161	71	73	935
20151211.tsv	26	11	0	0	20	12	0	68	0	0	85	0	39	0	0	10	0	14	20	0	10	41	14	23	0	38	0	0	10	0	13	14	50	0	54	32	11	15	168	0	60	22	0	27	0	94	49	55	1007
20151212.tsv	23	0	0	0	13	15	0	27	0	0	88	0	37	0	0	0	0	0	11	0	0	30	17	0	10	19	0	0	0	0	0	29	33	0	34	38	11	17	19	0	54	14	0	12	0	76	67	37	414
20151213.tsv	29	0	0	0	11	0	0	18	11	10	58	0	24	0	0	0	0	0	10	0	0	23	15	10	0	24	0	0	0	0	0	0	22	15	0	10	0	13	0	0	45	13	15	0	0	20	51	44	441
20151214.tsv	22	16	0	0	22	12	15	38	0	0	82	0	35	10	0	0	0	14	11	0	13	31	13	0	12	19	0	0	0	11	0	15	28	0	11	16	0	14	11	0	41	33	11	11	0	25	48	33	294
